Trade ID,Amount,Emotion,Entry_Delay,Error Tag,Is_Addon,Net R,Remark,Result,Risk,Session,Setup Grade,Status,Strategy,Trade Date,Trade Leave Time,Win,hold mins
🚀 S1,0.2,,,Late Entry,,-1.86,"早上有訊號, 掛單, 但中途知道可能會跌破, 只砍了topstep, 忘了砍群益",-928,500,NY,,未開始,🚀 S1-Trend (順勢),2026年3月20日 21:55 (GMT+8),2026年3月20日 22:18 (GMT+8),,23m
🛡️ S2,0.3,,,S2-Knife Catching (S2 接刀失敗),,-1,"第一個加倉位交易, 虧損金額過大",-1496,1500,London,,未開始,🛡️ S2-Reversal (逆勢),2026年3月19日 17:12 (GMT+8),2026年3月19日 20:01 (GMT+8),,2h 49m
🛡️ S2,0.2,,,,,2.01,,2006,1000,London,,未開始,🛡️ S2-Reversal (逆勢),2026年3月20日 1:52 (GMT+8),2026年3月20日 23:50 (GMT+8),1,21h 58m
🛡️ S2,0.2,,,,,-0.98,"早盤漲, 第一次RSI<30沒進, 第二次RSI>30進場, 還是死, 降手數",-983,1000,Asia,,未開始,🛡️ S2-Reversal (逆勢),2026年3月23日 10:09 (GMT+8),2026年3月23日 10:53 (GMT+8),,44m
 📉 S1-FailPattern,0.2,,,,,1.27,,633,500,London,,未開始,📉 S1-FailPattern,2026年3月23日 19:30 (GMT+8),2026年3月23日 20:10 (GMT+8),1,40m
🚀 S1,0.2,,,,,-2.03,,-1014,500,Asia,,未開始,🚀 S1-Trend (順勢),2026年3月24日 7:31 (GMT+8),2026年3月24日 8:27 (GMT+8),,56m
🛡️ S2,0.2,,,,,-0.98,,-983,1000,Asia,,未開始,🛡️ S2-Reversal (逆勢),2026年3月23日 10:09 (GMT+8),2026年3月23日 10:53 (GMT+8),,44m
🛡️ S2,0.2,,,,,-1.08,,-1081,1000,London,,未開始,🛡️ S2-Reversal (逆勢),2026年3月23日 17:29 (GMT+8),2026年3月23日 17:39 (GMT+8),,10m
 📉 S1-FailPattern,0.2,,,,,0.46,,231,500,London,,未開始,📉 S1-FailPattern,2026年3月24日 15:33 (GMT+8),2026年3月24日 20:52 (GMT+8),1,5h 19m
 📉 S1-FailPattern,0.2,,,,,0.43,,216,500,NY,,未開始,🛡️ S2-Reversal (逆勢),2026年3月25日 0:58 (GMT+8),2026年3月25日 2:30 (GMT+8),1,1h 32m
 📉 S1-Reverse,0.2,,,,,1.21,,604,500,NY,,未開始,📉 S1-FailPattern,2026年3月26日 0:19 (GMT+8),2026年3月26日 8:06 (GMT+8),1,7h 47m
🚀 S1,0.2,,,,,2.5,,1251,500,NY,,未開始,📉 S1-FailPattern,2026年3月26日 22:53 (GMT+8),2026年3月27日 1:00 (GMT+8),1,2h 07m
 📉 S1-FailPattern,0.2,,,,,-1.96,,-981,500,Asia,,未開始,🛡️ S2-Reversal (逆勢),2026年3月27日 10:30 (GMT+8),2026年3月27日 13:38 (GMT+8),,3h 08m
 📉 S1-FailPattern,0.2,,,,,-1.73,"上週大跌500,  收400點, 本周偏空,  亞盤訊號出現逆向做, 意外的強, 未提早止損",-866,500,Asia,,未開始,📉 S1-FailPattern,2026年3月31日 9:19 (GMT+8),2026年3月31日 9:43 (GMT+8),,24m
🚀 S1,0.2,,,,,0.83,,415,500,London,,未開始,🚀 S1-Trend (順勢),2026年3月31日 20:00 (GMT+8),2026年3月31日 22:42 (GMT+8),1,2h 42m
🛡️ S2,0.2,,,,,-0.85,,-846,1000,London,,未開始,🛡️ S2-Reversal (逆勢),2026年4月2日 15:43 (GMT+8),2026年4月2日 19:43 (GMT+8),,4h 00m
🚀 S1,0.2,,,,,1.59,,795,500,London,,未開始,🚀 S1-Trend (順勢),2026年4月2日 22:00 (GMT+8),2026年4月2日 22:50 (GMT+8),1,50m
🚀 S1,0.2,,,,,0.4,,201,500,London,,未開始,🚀 S1-Trend (順勢),2026年4月3日 2:11 (GMT+8),2026年4月3日 3:19 (GMT+8),1,1h 08m
🛡️ S2,0.2,,,,,0.8,,796,1000,Asia,,未開始,🛡️ S2-Reversal (逆勢),2026年4月7日 9:00 (GMT+8),2026年4月7日 17:30 (GMT+8),1,8h 30m
🚀 S1,0.2,,,,,0.8,,398,500,London,,未開始,🚀 S1-Trend (順勢),2026年4月7日 13:03 (GMT+8),2026年4月7日 17:35 (GMT+8),1,4h 32m
 📉 S1-FailPattern,0.2,,,,,1,,501,500,NY,,未開始,📉 S1-FailPattern,2026年4月2日 20:17 (GMT+8),2026年4月2日 23:39 (GMT+8),1,3h 22m
🚀 S1,0.3,,,,,1.23,,922,750,Asia,,未開始,🚀 S1-Trend (順勢),2026年4月9日 13:02 (GMT+8),2026年4月9日 20:03 (GMT+8),1,7h 01m
 📉 S2-FailPattern,0.3,,,,,-0.62,"四小時中軌以上出現槌頭, 高機率失敗, 停損太短, 收跌再進場",-465,750,NY,,未開始,📉S2-FailPattern,2026年4月9日 23:03 (GMT+8),2026年4月9日 23:18 (GMT+8),,15m
🚀 S1,0.3,,,,,0.82,,615,750,London,,未開始,🚀 S1-Trend (順勢),2026年4月10日 14:00 (GMT+8),2026年4月10日 22:42 (GMT+8),1,8h 42m
🚀 S1,0.3,,,,,-5.3,"CPI留倉過星期一, 超額虧損, S1 未實際觸發",-3973,750,NY,,未開始,🚀 S1-Trend (順勢),2026年4月11日 0:54 (GMT+8),2026年4月13日 6:00 (GMT+8),,53h 06m
 📉 S1-FailPattern,0.2,,,,,-1.88,"大跌之後第一個S1, 認為是假突破",-941,500,NY,,未開始,📉 S1-FailPattern,2026年4月14日 0:04 (GMT+8),2026年4月14日 0:45 (GMT+8),,41m
🚀 S1,0.3,,,,,0.83,,619,750,NY,,未開始,🚀 S1-Trend (順勢),2026年4月14日 21:31 (GMT+8),2026年4月14日 22:39 (GMT+8),1,1h 08m
🚀 S1,0.3,,,,,-1.3,,-972,750,NY,,未開始,🚀 S1-Trend (順勢),2026年4月15日 21:31 (GMT+8),2026年4月15日 23:31 (GMT+8),,2h 00m
🚀 S1,0.3,,,,,2.13,,1597,750,London,,未開始,🚀 S1-Trend (順勢),2026年4月17日 17:01 (GMT+8),2026年4月17日 21:06 (GMT+8),1,4h 05m
🚀 S1,0.3,,,,,-1.22,,-912,750,London,,未開始,🚀 S1-Trend (順勢),2026年4月21日 19:48 (GMT+8),2026年4月21日 20:30 (GMT+8),,42m
🛡️ S2,0.2,,,,,1,,1000,1000,Asia,,未開始,🛡️ S2-Reversal (逆勢),2026年4月22日 7:08 (GMT+8),2026年4月22日 16:14 (GMT+8),1,9h 06m
🚀 S1,0.3,,,,,0.57,,426,750,Asia,,未開始,🚀 S1-Trend (順勢),2026年4月22日 8:00 (GMT+8),2026年4月22日 16:14 (GMT+8),1,8h 14m
🛡️ S2,0.2,,,,,-0.99," 亞盤跳空大跌, 一個非常大的垂頭線出現, 且緊接S1出現, 兩個都吃損",-987,1000,Asia,,未開始,🛡️ S2-Reversal (逆勢),2026年4月23日 8:31 (GMT+8),2026年4月23日 10:08 (GMT+8),,1h 37m
🛡️ S2,0.3,,,,,0.57,,854,1500,London,,未開始,🛡️ S2-Reversal (逆勢),2026年4月23日 17:30 (GMT+8),2026年4月23日 21:02 (GMT+8),1,3h 32m
🚀 S1,0.3,,,,,0.24,,183,750,NY,,未開始,🚀 S1-Trend (順勢),2026年4月23日 20:00 (GMT+8),2026年4月23日 21:02 (GMT+8),1,1h 02m
🚀 S1,0.3,,,,,0.41,"第二次回到S1進場點, 盯盤進場",310,750,NY,,未開始,🚀 S1-Trend (順勢),2026年4月24日 0:02 (GMT+8),2026年4月24日 1:01 (GMT+8),1,59m
🚀 S1,0.3,,,,,0.32,"短時間S2, S1都觸發,應該設定保本, 不要保盈200",237,750,London,,未開始,🚀 S1-Trend (順勢),2026年4月24日 16:00 (GMT+8),2026年4月24日 19:17 (GMT+8),1,3h 17m
 📉 S1-FailPattern,0.3,,,,,1.2,,601,500,London,,未開始,📉 S1-FailPattern,2026年4月27日 13:11 (GMT+8),2026年4月27日 21:16 (GMT+8),1,8h 05m
🚀 S1,0.3,,,,,-0.29,,-221,750,Asia,,未開始,🚀 S1-Trend (順勢),2026年4月28日 10:45 (GMT+8),2026年4月28日 13:03 (GMT+8),,2h 18m
🛡️ S2,0.4,,,,,-0.99,,-1976,2000,London,,未開始,🛡️ S2-Reversal (逆勢),2026年4月29日 15:06 (GMT+8),2026年4月29日 21:25 (GMT+8),,6h 19m
🛡️ S2,0.4,,,,,0.34,,687,2000,London,,未開始,🛡️ S2-Reversal (逆勢),2026年4月29日 22:31 (GMT+8),2026年4月30日 0:34 (GMT+8),1,2h 03m
🚀 S1,0.4,,,,,0.59,,713,1200,Asia,,未開始,🚀 S1-Trend (順勢),2026年4月30日 7:28 (GMT+8),2026年4月30日 10:30 (GMT+8),1,3h 02m
🚀 S1,0.4,,,,,1.39,,1672,1200,London,,未開始,🚀 S1-Trend (順勢),2026年4月30日 14:30 (GMT+8),2026年4月30日 16:19 (GMT+8),1,1h 49m
 📉 S2-FailPattern,0.4,,,,,0.09,,106,1200,NY,,未開始,📉S2-FailPattern,2026年4月30日 23:02 (GMT+8),2026年5月1日 1:35 (GMT+8),1,2h 33m
🛡️ S2,0.4,,,,,0.77,,1542,2000,London,,未開始,🛡️ S2-Reversal (逆勢),2026年5月1日 18:42 (GMT+8),2026年5月1日 20:30 (GMT+8),1,1h 48m
🚀 S1,0.5,,,,,0.28,,416,1500,NY,,未開始,🚀 S1-Trend (順勢),2026年5月1日 21:31 (GMT+8),2026年5月1日 21:47 (GMT+8),1,16m
🛡️ S2,0.4,,,,,-1.03,"早上BB上部出現垂頭, 應該下跌, 當天不應該做多",-2062,2000,London,,未開始,🛡️ S2-Reversal (逆勢),2026年5月4日 17:09 (GMT+8),2026年5月4日 18:12 (GMT+8),,1h 03m
🛡️ S2,0.4,,,,,-0.74,"早上垂頭失敗, 晚上又RSI+垂頭失敗, 重傷",-1483,2000,NY,,未開始,🛡️ S2-Reversal (逆勢),2026年5月4日 23:07 (GMT+8),2026年5月4日 23:21 (GMT+8),,14m
 📉 S2-FailPattern,0.3,,,,,0.85,,848,1000,NY,,未開始,📉S2-FailPattern,2026年5月5日 22:34 (GMT+8),2026年5月6日 2:14 (GMT+8),1,3h 40m
🚀 S1,0.5,,,,,1.02,S1 BB%0.8,1527,1500,Asia,,未開始,🚀 S1-Trend (順勢),2026年5月6日 7:31 (GMT+8),2026年5月6日 9:07 (GMT+8),1,1h 36m
 📉 S2-FailPattern,0.3,,,,,-1.5,"S2B BB%0.6收, 但下引插到0.3, 做空失敗, 當日大漲不做空",-1505,1000,NY,,未開始,📉S2-FailPattern,2026年5月6日 20:35 (GMT+8),2026年5月6日 22:12 (GMT+8),,1h 37m
 📉 S2-FailPattern,0.3,,,💀 Revenge (報復性交易),,-0.52,"相同點位再空一次, 失敗, 錯誤作法",-525,1000,NY,,未開始,📉S2-FailPattern,2026年5月7日 0:51 (GMT+8),2026年5月7日 3:10 (GMT+8),,2h 19m
🚀 S1,0.51,,,,,-1.33,"週五留倉, 周一大跌",-1995,1500,NY,,未開始,🚀 S1-Trend (順勢),2026年5月8日 20:38 (GMT+8),2026年5月11日 6:00 (GMT+8),,57h 22m
🛡️ S2,0.52,,,,,1.27,,2531,2000,London,,未開始,🛡️ S2-Reversal (逆勢),2026年5月11日 15:00 (GMT+8),2026年5月11日 21:28 (GMT+8),1,6h 28m
🚀 S1,0.51,,,,,0.07,,102,1500,NY,,未開始,🚀 S1-Trend (順勢),2026年5月11日 23:08 (GMT+8),2026年5月11日 23:35 (GMT+8),1,27m
🚀 S1,0.51,,,💀 FOMO (追高殺低),,-0.75,"S1, 衝高回落, 想抓在接觸高點,但卻破底, S1 TP出現, 爛單",-1125,1500,NY,,未開始,🚀 S1-Trend (順勢),2026年5月12日 0:01 (GMT+8),2026年5月12日 0:42 (GMT+8),,41m
🛡️ S2,0.52,,,,,0.43,,862,2000,NY,,未開始,🛡️ S2-Reversal (逆勢),2026年5月12日 23:34 (GMT+8),2026年5月13日 1:33 (GMT+8),1,1h 59m
 📉 S1-FailPattern,0.51,,,,,0.33,,491,1500,London,,未開始,📉 S1-FailPattern,2026年5月13日 14:53 (GMT+8),2026年5月13日 17:35 (GMT+8),1,2h 42m
🚀 S1,0.51,,,,,-0.33,,-497,1500,Asia,,未開始,🚀 S1-Trend (順勢),2026年5月14日 7:30 (GMT+8),2026年5月14日 9:07 (GMT+8),,1h 37m
🚀 S1,0.51,,,,,-0.43,,-649,1500,Asia,,未開始,🚀 S1-Trend (順勢),2026年5月14日 13:00 (GMT+8),2026年5月14日 13:59 (GMT+8),,59m
🛡️ S2,0.52,,,,,-0.65,,-1291,2000,Asia,,未開始,🛡️ S2-Reversal (逆勢),2026年5月15日 7:30 (GMT+8),2026年5月15日 8:25 (GMT+8),,55m
🛡️ S2,0.52,,,,,-0.42,"超空, S2很多訊號. 接刀連續失敗",-841,2000,NY,,未開始,🛡️ S2-Reversal (逆勢),2026年5月15日 22:31 (GMT+8),2026年5月15日 23:37 (GMT+8),,1h 06m
 📉 S1-FailPattern,0.51,,,,,-0.68,"認為大空頭的S1可以空, 但有兩個S2保護",-1020,1500,Asia,,未開始,📉 S1-FailPattern,2026年5月18日 13:17 (GMT+8),2026年5月18日 15:32 (GMT+8),,2h 15m
🚀 S1,0.21,,,,,0.14,,68,500,NY,,未開始,🚀 S1-Trend (順勢),2026年5月18日 22:40 (GMT+8),2026年5月19日 2:15 (GMT+8),1,3h 35m
 📉 S1-FailPattern,0.31,,,,,1.05,"9點的S1, 空就對了",526,500,Asia,,未開始,📉 S1-FailPattern,2026年5月20日 9:03 (GMT+8),2026年5月20日 9:31 (GMT+8),1,28m
 📉 S1-FailPattern,0.33,,,,,-1.01,,-758,750,London,,未開始,📉 S1-FailPattern,2026年5月20日 17:21 (GMT+8),2026年5月20日 20:48 (GMT+8),,3h 27m
🚀 S1,0.31,,,,,0.63,,474,750,NY,,未開始,🚀 S1-Trend (順勢),2026年5月22日 1:00 (GMT+8),2026年5月19日 1:00 (GMT+8),1,-72h 00m
🚀 S1,0.31,,,,,1.51,,1130,750,NY,,未開始,🚀 S1-Trend (順勢),2026年5月23日 0:30 (GMT+8),2026年5月25日 6:32 (GMT+8),1,54h 02m
🚀 S1,0.31,,,,,-1,,-752,750,NY,,未開始,🚀 S1-Trend (順勢),2026年5月26日 23:02 (GMT+8),2026年5月27日 2:02 (GMT+8),,3h 00m
🚀 S1,0.31,,,,,-1.11,,-836,750,Asia,,未開始,🚀 S1-Trend (順勢),2026年5月27日 7:35 (GMT+8),2026年5月27日 14:18 (GMT+8),,6h 43m
🚀 S1,0.31,,,,,-1,,-751,750,NY,,未開始,🚀 S1-Trend (順勢),2026年5月27日 22:13 (GMT+8),2026年5月28日 9:21 (GMT+8),,11h 08m
🚀 S1,0.31,,,,,1.63,,1219,750,Asia,,未開始,🚀 S1-Trend (順勢),2026年6月2日 7:12 (GMT+8),2026年6月2日 16:58 (GMT+8),1,9h 46m
🚀 S1,0.31,,,,,-1.04,,-779,750,NY,,未開始,🚀 S1-Trend (順勢),2026年6月3日 21:16 (GMT+8),2026年6月3日 21:43 (GMT+8),,27m
🛡️ S2,0.32,,,,,0.15,,224,1500,Asia,,未開始,🛡️ S2-Reversal (逆勢),2026年6月8日 7:30 (GMT+8),2026年6月8日 8:46 (GMT+8),1,1h 16m
🚀 S1,0.31,,,,,0.36,,270,750,Asia,,未開始,🚀 S1-Trend (順勢),2026年6月9日 7:25 (GMT+8),2026年6月9日 10:04 (GMT+8),1,2h 39m
🛡️ S2,0.32,,,,,-0.98,,-1476,1500,Asia,,未開始,🛡️ S2-Reversal (逆勢),2026年6月10日 7:03 (GMT+8),2026年6月10日 9:04 (GMT+8),,2h 01m
🛡️ S2,0.22,,,,,-0.49,,-491,1000,NY,,未開始,🛡️ S2-Reversal (逆勢),2026年6月10日 19:21 (GMT+8),2026年6月10日 20:01 (GMT+8),,40m
🛡️ S2,0.22,,,,,2.06,,2063,1000,Asia,,未開始,🛡️ S2-Reversal (逆勢),2026年6月11日 8:53 (GMT+8),2026年6月12日 7:04 (GMT+8),1,22h 11m
🛡️ S2,0.12,,,,,1.79,,893,500,London,,未開始,🛡️ S2-Reversal (逆勢),2026年6月12日 19:12 (GMT+8),2026年6月15日 6:32 (GMT+8),1,59h 20m
🚀 S1,0.31,,,,,2.49,,1868,750,NY,,未開始,🚀 S1-Trend (順勢),2026年6月12日 23:31 (GMT+8),2026年6月15日 6:32 (GMT+8),1,55h 01m
🛡️ S2,0.12,,,,,0.09,,43,500,Asia,,未開始,🛡️ S2-Reversal (逆勢),2026年6月16日 7:32 (GMT+8),2026年6月16日 13:37 (GMT+8),1,6h 05m
🚀 S1,0.31,,,,,-1.05,,-786,750,London,,未開始,🚀 S1-Trend (順勢),2026年6月5日 17:42 (GMT+8),2026年6月5日 20:36 (GMT+8),,2h 54m
🚀 S1,0.31,,,,,0.68,,512,750,Asia,,未開始,🚀 S1-Trend (順勢),2026年6月16日 11:34 (GMT+8),2026年6月16日 17:20 (GMT+8),1,5h 46m
🦞AI,0.5,,,,,1.32,,659,500,NY,,未開始,🦞AI-Suggest,2026年6月16日 20:51 (GMT+8),2026年6月16日 21:24 (GMT+8),1,33m
🛡️ S2,0.12,,,,,0.82,,411,500,Asia,,未開始,🛡️ S2-Reversal (逆勢),2026年6月18日 7:17 (GMT+8),2026年6月18日 10:49 (GMT+8),1,3h 32m
🛡️ S2,0.22,,,,,-1.01,,-1007,1000,Asia,,未開始,🛡️ S2-Reversal (逆勢),2026年6月19日 6:03 (GMT+8),2026年6月19日 11:31 (GMT+8),,5h 28m
🛡️ S2,0.12,,,,,0.62,,309,500,London,,未開始,🛡️ S2-Reversal (逆勢),2026年6月19日 16:01 (GMT+8),2026年6月22日 10:00 (GMT+8),1,65h 59m
🚀 S1,0.31,,,,,-0.66,,-492,750,NY,,未開始,🚀 S1-Trend (順勢),2026年6月19日 22:03 (GMT+8),2026年6月22日 7:47 (GMT+8),,57h 44m
🚀 S1,0.31,,,,,0.87,"8:30 S1在80%位置啟動, 9:00就可以結束了",651,750,Asia,,未開始,🚀 S1-Trend (順勢),2026年6月22日 8:31 (GMT+8),2026年6月22日 9:58 (GMT+8),1,1h 27m
🛡️ S2,0.22,,,,,-0.86,,-856,1000,London,,未開始,🛡️ S2-Reversal (逆勢),2026年6月23日 17:57 (GMT+8),2026年6月24日 7:40 (GMT+8),,13h 43m
🚀 S1,0.31,,,,,-0.95,,-714,750,NY,,未開始,🚀 S1-Trend (順勢),2026年6月23日 22:00 (GMT+8),2026年6月24日 2:42 (GMT+8),,4h 42m
🛡️ S2,0.22,,,,,-0.63,,-628,1000,NY,,未開始,🛡️ S2-Reversal (逆勢),2026年6月24日 22:30 (GMT+8),2026年6月24日 23:07 (GMT+8),,37m
🚀 S1,0.31,,,,,0.59,,439,750,London,,未開始,🚀 S1-Trend (順勢),2026年6月26日 16:18 (GMT+8),2026年6月26日 19:14 (GMT+8),1,2h 56m
🧠FOMO,0.5,,,,,-1.01,"沒有任何訊號，只是覺得採到上次的FVG，一開始SL500,又延長到1000, 衝動下單",-1010,1000,NY,,未開始,📉 S1-FailPattern,2026年6月26日 22:00 (GMT+8),2026年6月26日 22:16 (GMT+8),,16m
